title,cuisine,ingredients,steps,url
Corn Chowder I,American,11,5,https://en.wikibooks.org/wiki/Cookbook%3ACorn_Chowder_I
Corom Chatni (Mango Chutney with Hot Chillies),Indian,5,7,https://en.wikibooks.org/wiki/Cookbook%3ACorom_Chatni_%28Mango_Chutney_with_Hot_Chillies%29
Crab Meat Ravioli Filling,Italian,12,4,https://en.wikibooks.org/wiki/Cookbook%3ACrab_Meat_Ravioli_Filling
Corned Beef Pie,British,8,12,https://en.wikibooks.org/wiki/Cookbook%3ACorned_Beef_Pie
Coronation Chicken,British,14,8,https://en.wikibooks.org/wiki/Cookbook%3ACoronation_Chicken
Country Roast Chicken,,7,7,https://en.wikibooks.org/wiki/Cookbook%3ACountry_Roast_Chicken
Crawfish Boil,,11,4,https://en.wikibooks.org/wiki/Cookbook%3ACrawfish_Boil
Crab Fried Rice,,11,5,https://en.wikibooks.org/wiki/Cookbook%3ACrab_Fried_Rice
Cornbread and Chicken Casserole,American,11,6,https://en.wikibooks.org/wiki/Cookbook%3ACornbread_and_Chicken_Casserole
Cornbread Stuffed Zucchini,American,8,6,https://en.wikibooks.org/wiki/Cookbook%3ACornbread_Stuffed_Zucchini
Cream of Mushroom Soup,,10,7,https://en.wikibooks.org/wiki/Cookbook%3ACream_of_Mushroom_Soup
Crab Meat Canapé,,12,10,https://en.wikibooks.org/wiki/Cookbook%3ACrab_Meat_Canap%C3%A9
Crab and Corn Salad,,5,4,https://en.wikibooks.org/wiki/Cookbook%3ACrab_and_Corn_Salad
Cornish Fairing,,8,7,https://en.wikibooks.org/wiki/Cookbook%3ACornish_Fairing
Corn Bread (Lombardy),,5,5,https://en.wikibooks.org/wiki/Cookbook%3ACorn_Bread_%28Lombardy%29
Cornmeal Fried Morels,,6,11,https://en.wikibooks.org/wiki/Cookbook%3ACornmeal_Fried_Morels
Cranberry Walnut Fudge,,8,7,https://en.wikibooks.org/wiki/Cookbook%3ACranberry_Walnut_Fudge
Couscous bil Khodra (Libyan Vegetable Couscous),,18,8,https://en.wikibooks.org/wiki/Cookbook%3ACouscous_bil_Khodra_%28Libyan_Vegetable_Couscous%29
Cream Cheese-Stuffed Bell Peppers,,7,4,https://en.wikibooks.org/wiki/Cookbook%3ACream_Cheese-Stuffed_Bell_Peppers
Cream Cheese American Buttercream,,5,5,https://en.wikibooks.org/wiki/Cookbook%3ACream_Cheese_American_Buttercream
Cream Soda,,4,3,https://en.wikibooks.org/wiki/Cookbook%3ACream_Soda
Crotopo Soup,,9,7,https://en.wikibooks.org/wiki/Cookbook%3ACrotopo_Soup
Cucumber and Buttermilk Soup,,9,4,https://en.wikibooks.org/wiki/Cookbook%3ACucumber_and_Buttermilk_Soup
Crispy Gingerbread Cookies,,9,9,https://en.wikibooks.org/wiki/Cookbook%3ACrispy_Gingerbread_Cookies
Crispy Chicken,,3,7,https://en.wikibooks.org/wiki/Cookbook%3ACrispy_Chicken
Creamy Mustard Vinaigrette,,6,3,https://en.wikibooks.org/wiki/Cookbook%3ACreamy_Mustard_Vinaigrette
Crystallised Orange Peel,,2,5,https://en.wikibooks.org/wiki/Cookbook%3ACrystallised_Orange_Peel
Crock Pot Beef Stew,,10,4,https://en.wikibooks.org/wiki/Cookbook%3ACrock_Pot_Beef_Stew
Cuban Picadillo,,12,6,https://en.wikibooks.org/wiki/Cookbook%3ACuban_Picadillo
Crock Pot Potato Soup,,10,5,https://en.wikibooks.org/wiki/Cookbook%3ACrock_Pot_Potato_Soup
Creamy Aioli Salsa,,6,4,https://en.wikibooks.org/wiki/Cookbook%3ACreamy_Aioli_Salsa
Crème Chantilly,,3,3,https://en.wikibooks.org/wiki/Cookbook%3ACr%C3%A8me_Chantilly
Crème Anglaise,,4,7,https://en.wikibooks.org/wiki/Cookbook%3ACr%C3%A8me_Anglaise
Crème Pâtissière,,6,8,https://en.wikibooks.org/wiki/Cookbook%3ACr%C3%A8me_P%C3%A2tissi%C3%A8re
Crème Saint-Honoré,French,5,5,https://en.wikibooks.org/wiki/Cookbook%3ACr%C3%A8me_Saint-Honor%C3%A9
Crunchy Baked Chicken,,4,6,https://en.wikibooks.org/wiki/Cookbook%3ACrunchy_Baked_Chicken
Crème Fraîche Chocolate Sauce,,4,2,https://en.wikibooks.org/wiki/Cookbook%3ACr%C3%A8me_Fra%C3%AEche_Chocolate_Sauce
Cucumber and Tomato Salad,,5,5,https://en.wikibooks.org/wiki/Cookbook%3ACucumber_and_Tomato_Salad
Crispy Sweet Potato Fries,,7,6,https://en.wikibooks.org/wiki/Cookbook%3ACrispy_Sweet_Potato_Fries
Crown Roast of Lamb,,8,4,https://en.wikibooks.org/wiki/Cookbook%3ACrown_Roast_of_Lamb
Crispy Roast Potatoes,,7,7,https://en.wikibooks.org/wiki/Cookbook%3ACrispy_Roast_Potatoes
Crispy Fish Sandwich,,13,7,https://en.wikibooks.org/wiki/Cookbook%3ACrispy_Fish_Sandwich
Crispy Breaded Burgers,American,8,4,https://en.wikibooks.org/wiki/Cookbook%3ACrispy_Breaded_Burgers
Crispy Santa Fe Chicken,,10,6,https://en.wikibooks.org/wiki/Cookbook%3ACrispy_Santa_Fe_Chicken
Crispy Buffalo Shrimp,,10,5,https://en.wikibooks.org/wiki/Cookbook%3ACrispy_Buffalo_Shrimp
Crispy Chicken Burgers,,6,4,https://en.wikibooks.org/wiki/Cookbook%3ACrispy_Chicken_Burgers
Crispy Salmon,,7,5,https://en.wikibooks.org/wiki/Cookbook%3ACrispy_Salmon
Crispy Calamari,,10,5,https://en.wikibooks.org/wiki/Cookbook%3ACrispy_Calamari
Cucumber and Radish Salad,,5,5,https://en.wikibooks.org/wiki/Cookbook%3ACucumber_and_Radish_Salad
Cucumber Bits in Yogurt,,3,3,https://en.wikibooks.org/wiki/Cookbook%3ACucumber_Bits_in_Yogurt
Cuban Sandwich II,,9,9,https://en.wikibooks.org/wiki/Cookbook%3ACuban_Sandwich_II
Creamed Corn,,6,5,https://en.wikibooks.org/wiki/Cookbook%3ACreamed_Corn
Creamy Mushroom Pasta,,11,8,https://en.wikibooks.org/wiki/Cookbook%3ACreamy_Mushroom_Pasta
Crème Brûlée III,,4,9,https://en.wikibooks.org/wiki/Cookbook%3ACr%C3%A8me_Br%C3%BBl%C3%A9e_III
Crêpes II,,6,9,https://en.wikibooks.org/wiki/Cookbook%3ACr%C3%AApes_II
Crullers (Twisted),,10,6,https://en.wikibooks.org/wiki/Cookbook%3ACrullers_%28Twisted%29
Crullers (Round),,9,8,https://en.wikibooks.org/wiki/Cookbook%3ACrullers_%28Round%29
Creamy Cornstarch Scrambled Eggs,,4,7,https://en.wikibooks.org/wiki/Cookbook%3ACreamy_Cornstarch_Scrambled_Eggs
Crushed Tomato Sauce,,8,6,https://en.wikibooks.org/wiki/Cookbook%3ACrushed_Tomato_Sauce
Creamy Tomato and Bean Soup,,12,8,https://en.wikibooks.org/wiki/Cookbook%3ACreamy_Tomato_and_Bean_Soup
Curried Rice,,7,5,https://en.wikibooks.org/wiki/Cookbook%3ACurried_Rice
Deep Fried Mars Bar,,5,6,https://en.wikibooks.org/wiki/Cookbook%3ADeep_Fried_Mars_Bar
Custard Pie,,9,3,https://en.wikibooks.org/wiki/Cookbook%3ACustard_Pie
Date Bars,,10,10,https://en.wikibooks.org/wiki/Cookbook%3ADate_Bars
Cucumber Sprout Sandwich,,12,7,https://en.wikibooks.org/wiki/Cookbook%3ACucumber_Sprout_Sandwich
Damper (Australian Campfire Bread),,3,6,https://en.wikibooks.org/wiki/Cookbook%3ADamper_%28Australian_Campfire_Bread%29
Deep Fried Chiles Filled with Chickpea Flour (Mirchi Bhajji),Indian,8,7,https://en.wikibooks.org/wiki/Cookbook%3ADeep_Fried_Chiles_Filled_with_Chickpea_Flour_%28Mirchi_Bhajji%29
Deep Fried Chickpea Dough Balls (Chyueeam),Indian,7,8,https://en.wikibooks.org/wiki/Cookbook%3ADeep_Fried_Chickpea_Dough_Balls_%28Chyueeam%29
Danish Braised Cabbage (Rødkål),,5,4,https://en.wikibooks.org/wiki/Cookbook%3ADanish_Braised_Cabbage_%28R%C3%B8dk%C3%A5l%29
Curried Chiles (Mirchi ka Salan),Indian,17,7,https://en.wikibooks.org/wiki/Cookbook%3ACurried_Chiles_%28Mirchi_ka_Salan%29
Dahi Baingana (Fried Eggplant in Yogurt),Indian,9,7,https://en.wikibooks.org/wiki/Cookbook%3ADahi_Baingana_%28Fried_Eggplant_in_Yogurt%29
Deep Fried Chickpea Dough with Lemon (Panissa),,6,6,https://en.wikibooks.org/wiki/Cookbook%3ADeep_Fried_Chickpea_Dough_with_Lemon_%28Panissa%29
Cupcakes (Plain),,5,7,https://en.wikibooks.org/wiki/Cookbook%3ACupcakes_%28Plain%29
Curry Chicken II,,8,5,https://en.wikibooks.org/wiki/Cookbook%3ACurry_Chicken_II
Deluxe Burgers,,9,5,https://en.wikibooks.org/wiki/Cookbook%3ADeluxe_Burgers
Daigakuimo (Japanese Candied Sweet Potato),Japanese,6,5,https://en.wikibooks.org/wiki/Cookbook%3ADaigakuimo_%28Japanese_Candied_Sweet_Potato%29
Cypriot Salad,,8,3,https://en.wikibooks.org/wiki/Cookbook%3ACypriot_Salad
Cullen Skink (Haddock and Potato Soup),,11,12,https://en.wikibooks.org/wiki/Cookbook%3ACullen_Skink_%28Haddock_and_Potato_Soup%29
Daifuku (Sweet Filled Mochi),Japanese,5,8,https://en.wikibooks.org/wiki/Cookbook%3ADaifuku_%28Sweet_Filled_Mochi%29
Dal Makhani (Black Gram with Cream),Indian,19,9,https://en.wikibooks.org/wiki/Cookbook%3ADal_Makhani_%28Black_Gram_with_Cream%29
Deep Fried Chickpea Dough Curry Snacks (Pakoda),Indian,15,6,https://en.wikibooks.org/wiki/Cookbook%3ADeep_Fried_Chickpea_Dough_Curry_Snacks_%28Pakoda%29
Deep Fried Pretzels,,3,4,https://en.wikibooks.org/wiki/Cookbook%3ADeep_Fried_Pretzels
Curry Fried Rice,Indian,13,4,https://en.wikibooks.org/wiki/Cookbook%3ACurry_Fried_Rice
Deep Fried Lentil Dough Balls (Punugu),Indian,6,6,https://en.wikibooks.org/wiki/Cookbook%3ADeep_Fried_Lentil_Dough_Balls_%28Punugu%29
Deep Fried Wheat and Chickpea Flour Dough Balls (Muthiya),Greek,8,5,https://en.wikibooks.org/wiki/Cookbook%3ADeep_Fried_Wheat_and_Chickpea_Flour_Dough_Balls_%28Muthiya%29
Dek Ngoo (Pigeon Peas with Peanut Butter),,4,7,https://en.wikibooks.org/wiki/Cookbook%3ADek_Ngoo_%28Pigeon_Peas_with_Peanut_Butter%29
"Cucumber, Tomato, and Onion Salad",,6,4,https://en.wikibooks.org/wiki/Cookbook%3ACucumber%2C_Tomato%2C_and_Onion_Salad
Dalgona Coffee,,5,3,https://en.wikibooks.org/wiki/Cookbook%3ADalgona_Coffee
User:Davidbena/Zalabiyeh (Sweet Fritters) I,,8,7,https://en.wikibooks.org/wiki/User%3ADavidbena/Zalabiyeh_%28Sweet_Fritters%29_I
Custard Creams,,8,16,https://en.wikibooks.org/wiki/Cookbook%3ACustard_Creams
Curtido (Spicy Cabbage Slaw),,11,3,https://en.wikibooks.org/wiki/Cookbook%3ACurtido_%28Spicy_Cabbage_Slaw%29
Daniel Webster's Chowder,,16,5,https://en.wikibooks.org/wiki/Cookbook%3ADaniel_Webster%27s_Chowder
Dajaj Mashwi (Libyan Grilled Chicken),,12,7,https://en.wikibooks.org/wiki/Cookbook%3ADajaj_Mashwi_%28Libyan_Grilled_Chicken%29
Dabo Kolo (Ethiopian Spiced Bread Snacks),,12,9,https://en.wikibooks.org/wiki/Cookbook%3ADabo_Kolo_%28Ethiopian_Spiced_Bread_Snacks%29
Dambun Masara,,7,5,https://en.wikibooks.org/wiki/Cookbook%3ADambun_Masara
Danwake,,8,8,https://en.wikibooks.org/wiki/Cookbook%3ADanwake
Denver Omelet,American,10,6,https://en.wikibooks.org/wiki/Cookbook%3ADenver_Omelet
Dill Cucumber Salad,,8,4,https://en.wikibooks.org/wiki/Cookbook%3ADill_Cucumber_Salad
Dry Rub,,7,2,https://en.wikibooks.org/wiki/Cookbook%3ADry_Rub
Drover's Damper,,5,8,https://en.wikibooks.org/wiki/Cookbook%3ADrover%27s_Damper
Drawn Butter,,3,3,https://en.wikibooks.org/wiki/Cookbook%3ADrawn_Butter
Dr. Kitchener's Pudding,,7,5,https://en.wikibooks.org/wiki/Cookbook%3ADr._Kitchener%27s_Pudding
Duck Confit,,8,13,https://en.wikibooks.org/wiki/Cookbook%3ADuck_Confit
Dole Pineapple Upside-Down Cake,,11,11,https://en.wikibooks.org/wiki/Cookbook%3ADole_Pineapple_Upside-Down_Cake
Dinuguan (Pork Blood Stew),,7,8,https://en.wikibooks.org/wiki/Cookbook%3ADinuguan_%28Pork_Blood_Stew%29
Dum ka Qimah (Spiced Minced Meat),,12,10,https://en.wikibooks.org/wiki/Cookbook%3ADum_ka_Qimah_%28Spiced_Minced_Meat%29
Dirt Pudding,,4,5,https://en.wikibooks.org/wiki/Cookbook%3ADirt_Pudding
Duck Stock,,6,2,https://en.wikibooks.org/wiki/Cookbook%3ADuck_Stock
Dirty Rice,,20,11,https://en.wikibooks.org/wiki/Cookbook%3ADirty_Rice
Deviled Eggs,,8,4,https://en.wikibooks.org/wiki/Cookbook%3ADeviled_Eggs
Double Chocolate Brownies,American,10,12,https://en.wikibooks.org/wiki/Cookbook%3ADouble_Chocolate_Brownies
Dog Biscuits,,7,7,https://en.wikibooks.org/wiki/Cookbook%3ADog_Biscuits
Dereniówka (Polish Dogwood Liqueur),,3,4,https://en.wikibooks.org/wiki/Cookbook%3ADereni%C3%B3wka_%28Polish_Dogwood_Liqueur%29
Demi-glace,French,3,3,https://en.wikibooks.org/wiki/Cookbook%3ADemi-glace
Dry Rub Barbecue Ribs,,6,6,https://en.wikibooks.org/wiki/Cookbook%3ADry_Rub_Barbecue_Ribs
Duck Fried Rice,,14,4,https://en.wikibooks.org/wiki/Cookbook%3ADuck_Fried_Rice
Dry Rub Grilled Ribeye,,4,4,https://en.wikibooks.org/wiki/Cookbook%3ADry_Rub_Grilled_Ribeye
Dry-Aged Prime Rib,,3,5,https://en.wikibooks.org/wiki/Cookbook%3ADry-Aged_Prime_Rib
Duck à l'Orange,,5,4,https://en.wikibooks.org/wiki/Cookbook%3ADuck_%C3%A0_l%27Orange
Drunken Shrimp,,4,4,https://en.wikibooks.org/wiki/Cookbook%3ADrunken_Shrimp
Desert Rubbed Strip Steaks,,9,4,https://en.wikibooks.org/wiki/Cookbook%3ADesert_Rubbed_Strip_Steaks
Dovga (Azerbaijani Yogurt Soup),,8,6,https://en.wikibooks.org/wiki/Cookbook%3ADovga_%28Azerbaijani_Yogurt_Soup%29
Double Pea Soup,,7,8,https://en.wikibooks.org/wiki/Cookbook%3ADouble_Pea_Soup
Dublin Lamb Stew,,12,6,https://en.wikibooks.org/wiki/Cookbook%3ADublin_Lamb_Stew
Double Hamburgers,,5,6,https://en.wikibooks.org/wiki/Cookbook%3ADouble_Hamburgers
Dodo Ikire (Fried Leftover Plantain),,4,6,https://en.wikibooks.org/wiki/Cookbook%3ADodo_Ikire_%28Fried_Leftover_Plantain%29
Dosa II,Greek,5,8,https://en.wikibooks.org/wiki/Cookbook%3ADosa_II
Dirty Desert Fried Eggs,,5,5,https://en.wikibooks.org/wiki/Cookbook%3ADirty_Desert_Fried_Eggs
Dokunu (Fermented Corn Dumplings),,5,8,https://en.wikibooks.org/wiki/Cookbook%3ADokunu_%28Fermented_Corn_Dumplings%29
Domoda (Gambian Peanut Stew),,14,8,https://en.wikibooks.org/wiki/Cookbook%3ADomoda_%28Gambian_Peanut_Stew%29
Doro Tibs (Ethiopian Sauteed Chicken),,11,8,https://en.wikibooks.org/wiki/Cookbook%3ADoro_Tibs_%28Ethiopian_Sauteed_Chicken%29
Diri Na Njar (Chadian Spiced Rice with Vegetables),,14,11,https://en.wikibooks.org/wiki/Cookbook%3ADiri_Na_Njar_%28Chadian_Spiced_Rice_with_Vegetables%29
Doro Fitfit (Ethiopian Chicken Salad),,12,7,https://en.wikibooks.org/wiki/Cookbook%3ADoro_Fitfit_%28Ethiopian_Chicken_Salad%29
Dibi (Senegalese Grilled Meat),,17,11,https://en.wikibooks.org/wiki/Cookbook%3ADibi_%28Senegalese_Grilled_Meat%29
Easy Chili,,3,3,https://en.wikibooks.org/wiki/Cookbook%3AEasy_Chili
Egg Casserole,American,9,6,https://en.wikibooks.org/wiki/Cookbook%3AEgg_Casserole
Egg Rice,Indian,8,7,https://en.wikibooks.org/wiki/Cookbook%3AEgg_Rice
Eel alla Milanese,Italian,9,6,https://en.wikibooks.org/wiki/Cookbook%3AEel_alla_Milanese
"Egg, Cheese and Phyllo Casserole (Banitsa)",,7,7,https://en.wikibooks.org/wiki/Cookbook%3AEgg%2C_Cheese_and_Phyllo_Casserole_%28Banitsa%29
Dutch Apple Fritters (Oliebollen),,15,10,https://en.wikibooks.org/wiki/Cookbook%3ADutch_Apple_Fritters_%28Oliebollen%29
Egg Butter,,4,5,https://en.wikibooks.org/wiki/Cookbook%3AEgg_Butter
Easy Wedding Soup,,5,5,https://en.wikibooks.org/wiki/Cookbook%3AEasy_Wedding_Soup
Easy Orange Smoothie,,6,2,https://en.wikibooks.org/wiki/Cookbook%3AEasy_Orange_Smoothie
Durian Pancake,,11,6,https://en.wikibooks.org/wiki/Cookbook%3ADurian_Pancake
Easy Nachos,,4,4,https://en.wikibooks.org/wiki/Cookbook%3AEasy_Nachos
Eggnog,,8,5,https://en.wikibooks.org/wiki/Cookbook%3AEggnog
Easy Christmas Fruit Cake,,11,6,https://en.wikibooks.org/wiki/Cookbook%3AEasy_Christmas_Fruit_Cake
Eastern North Carolina Barbecued Pig,,4,7,https://en.wikibooks.org/wiki/Cookbook%3AEastern_North_Carolina_Barbecued_Pig
Easy Pasta Sauce,,8,11,https://en.wikibooks.org/wiki/Cookbook%3AEasy_Pasta_Sauce
Eastern North Carolina Barbecue Sauce,,6,5,https://en.wikibooks.org/wiki/Cookbook%3AEastern_North_Carolina_Barbecue_Sauce
Egg Pie,,9,9,https://en.wikibooks.org/wiki/Cookbook%3AEgg_Pie
Easy Onion Chicken,American,3,8,https://en.wikibooks.org/wiki/Cookbook%3AEasy_Onion_Chicken
Easy Peach Cobbler,,6,5,https://en.wikibooks.org/wiki/Cookbook%3AEasy_Peach_Cobbler
Duonos Gira (Lithuanian Rye Drink),,5,4,https://en.wikibooks.org/wiki/Cookbook%3ADuonos_Gira_%28Lithuanian_Rye_Drink%29
Egg Soda,,4,5,https://en.wikibooks.org/wiki/Cookbook%3AEgg_Soda
Dutch Oven Beans,American,14,7,https://en.wikibooks.org/wiki/Cookbook%3ADutch_Oven_Beans
Egg Roast,Indian,14,6,https://en.wikibooks.org/wiki/Cookbook%3AEgg_Roast
Duxelles (Minced Mushrooms with Herbs),French,7,4,https://en.wikibooks.org/wiki/Cookbook%3ADuxelles_%28Minced_Mushrooms_with_Herbs%29
Dynamite Shrimp,,9,4,https://en.wikibooks.org/wiki/Cookbook%3ADynamite_Shrimp
East Frisian Tea,German,4,7,https://en.wikibooks.org/wiki/Cookbook%3AEast_Frisian_Tea
Egg White Carrot Brownies,,9,5,https://en.wikibooks.org/wiki/Cookbook%3AEgg_White_Carrot_Brownies
Egg with Cabbage and Turkish Sausage,,9,7,https://en.wikibooks.org/wiki/Cookbook%3AEgg_with_Cabbage_and_Turkish_Sausage
Egg in a Mist,,6,5,https://en.wikibooks.org/wiki/Cookbook%3AEgg_in_a_Mist
Ebiripo (Nigerian Mashed Taro),,5,6,https://en.wikibooks.org/wiki/Cookbook%3AEbiripo_%28Nigerian_Mashed_Taro%29
Egg Noodles I,,5,10,https://en.wikibooks.org/wiki/Cookbook%3AEgg_Noodles_I
Egg Noodles IV,,3,7,https://en.wikibooks.org/wiki/Cookbook%3AEgg_Noodles_IV
Egg Noodles III,,4,5,https://en.wikibooks.org/wiki/Cookbook%3AEgg_Noodles_III
Egg Noodles II,,7,7,https://en.wikibooks.org/wiki/Cookbook%3AEgg_Noodles_II
East African Beef Pilaf,,18,12,https://en.wikibooks.org/wiki/Cookbook%3AEast_African_Beef_Pilaf
Edible Cookie Dough,,6,6,https://en.wikibooks.org/wiki/Cookbook%3AEdible_Cookie_Dough
English Field Bean Pate,,6,5,https://en.wikibooks.org/wiki/Cookbook%3AEnglish_Field_Bean_Pate
Eggplant and Chickpea Skillet,,10,5,https://en.wikibooks.org/wiki/Cookbook%3AEggplant_and_Chickpea_Skillet
Eggplant Pasta,,10,6,https://en.wikibooks.org/wiki/Cookbook%3AEggplant_Pasta
Eggplant Parmesan (Melanzane alla Parmigiana) I,Italian,10,6,https://en.wikibooks.org/wiki/Cookbook%3AEggplant_Parmesan_%28Melanzane_alla_Parmigiana%29_I
Eggplant and Tahini (Moutabbal),,6,3,https://en.wikibooks.org/wiki/Cookbook%3AEggplant_and_Tahini_%28Moutabbal%29
Eggs Connaught,,13,6,https://en.wikibooks.org/wiki/Cookbook%3AEggs_Connaught
Ensalada de Pallares (Peruvian Lima Bean Salad),,10,8,https://en.wikibooks.org/wiki/Cookbook%3AEnsalada_de_Pallares_%28Peruvian_Lima_Bean_Salad%29
Eggplant Parmesan (Melanzane alla Parmigiana) II,Italian,6,5,https://en.wikibooks.org/wiki/Cookbook%3AEggplant_Parmesan_%28Melanzane_alla_Parmigiana%29_II
Erwtensoep (Split Pea Soup),,10,6,https://en.wikibooks.org/wiki/Cookbook%3AErwtensoep_%28Split_Pea_Soup%29
Enchiladas Rojas,Mexican,16,16,https://en.wikibooks.org/wiki/Cookbook%3AEnchiladas_Rojas
Eve's Apple (Cinnamon Raisin-stuffed Apple),,5,6,https://en.wikibooks.org/wiki/Cookbook%3AEve%27s_Apple_%28Cinnamon_Raisin-stuffed_Apple%29
Egyptian Lentil Stew,,8,9,https://en.wikibooks.org/wiki/Cookbook%3AEgyptian_Lentil_Stew
Estofado de Pollo (Chicken Stew),,15,5,https://en.wikibooks.org/wiki/Cookbook%3AEstofado_de_Pollo_%28Chicken_Stew%29
Ensalada Rusa (Uruguayan Potato Salad),,6,4,https://en.wikibooks.org/wiki/Cookbook%3AEnsalada_Rusa_%28Uruguayan_Potato_Salad%29
English Pea Salad,American,7,8,https://en.wikibooks.org/wiki/Cookbook%3AEnglish_Pea_Salad
Ertesuppe (Pea Soup),,7,6,https://en.wikibooks.org/wiki/Cookbook%3AErtesuppe_%28Pea_Soup%29
Eggnog Milkshake (Vegan),,3,2,https://en.wikibooks.org/wiki/Cookbook%3AEggnog_Milkshake_%28Vegan%29
Euneo-juk (Korean Sweetfish Porridge),,10,8,https://en.wikibooks.org/wiki/Cookbook%3AEuneo-juk_%28Korean_Sweetfish_Porridge%29
Eierpunsch (German Egg Punch),German,9,5,https://en.wikibooks.org/wiki/Cookbook%3AEierpunsch_%28German_Egg_Punch%29
English Style Aged Cheese,British,5,12,https://en.wikibooks.org/wiki/Cookbook%3AEnglish_Style_Aged_Cheese
Ekuru (White Bean Pudding),,4,7,https://en.wikibooks.org/wiki/Cookbook%3AEkuru_%28White_Bean_Pudding%29
Egidi (Pounded Corn),,3,5,https://en.wikibooks.org/wiki/Cookbook%3AEgidi_%28Pounded_Corn%29
Eve's Pudding (Hartshorne),,10,6,https://en.wikibooks.org/wiki/Cookbook%3AEve%27s_Pudding_%28Hartshorne%29
Egyptian Okra,,9,5,https://en.wikibooks.org/wiki/Cookbook%3AEgyptian_Okra
Espresso Brownies,,10,8,https://en.wikibooks.org/wiki/Cookbook%3AEspresso_Brownies
Espagnole Sauce (Escoffier),French,5,9,https://en.wikibooks.org/wiki/Cookbook%3AEspagnole_Sauce_%28Escoffier%29
Espagnole Sauce (Mrs. W.G. Waters),French,11,6,https://en.wikibooks.org/wiki/Cookbook%3AEspagnole_Sauce_%28Mrs._W.G._Waters%29
Eton Mess Easter Sharing Eggs,,6,6,https://en.wikibooks.org/wiki/Cookbook%3AEton_Mess_Easter_Sharing_Eggs
Egyptian Lentil Soup,,13,12,https://en.wikibooks.org/wiki/Cookbook%3AEgyptian_Lentil_Soup
Egyptian Tomato Salad,,9,6,https://en.wikibooks.org/wiki/Cookbook%3AEgyptian_Tomato_Salad
Egyptian Rice with Vermicelli,,5,10,https://en.wikibooks.org/wiki/Cookbook%3AEgyptian_Rice_with_Vermicelli
Egyptian Okra Stew,,11,10,https://en.wikibooks.org/wiki/Cookbook%3AEgyptian_Okra_Stew
Egyptian Grilled Pigeon (Fattah Meshaltet),,10,8,https://en.wikibooks.org/wiki/Cookbook%3AEgyptian_Grilled_Pigeon_%28Fattah_Meshaltet%29
Egyptian Stuffed Grape Leaves (Warak Enab Mahshi),,12,13,https://en.wikibooks.org/wiki/Cookbook%3AEgyptian_Stuffed_Grape_Leaves_%28Warak_Enab_Mahshi%29
Egyptian Fish Tagine (Samak Tajine),,15,10,https://en.wikibooks.org/wiki/Cookbook%3AEgyptian_Fish_Tagine_%28Samak_Tajine%29
Egyptian Meatballs (Kofta),,11,9,https://en.wikibooks.org/wiki/Cookbook%3AEgyptian_Meatballs_%28Kofta%29
Egyptian Stuffed Eggplant (Mahshi Betinjan),,15,11,https://en.wikibooks.org/wiki/Cookbook%3AEgyptian_Stuffed_Eggplant_%28Mahshi_Betinjan%29
Egyptian Sweet Rice Pudding (Roz Bil Laban),,8,8,https://en.wikibooks.org/wiki/Cookbook%3AEgyptian_Sweet_Rice_Pudding_%28Roz_Bil_Laban%29
Egyptian Milk Pudding (Mahalabiya),,7,7,https://en.wikibooks.org/wiki/Cookbook%3AEgyptian_Milk_Pudding_%28Mahalabiya%29
Egyptian Roast Lamb (Kharouf Mahshi),,10,8,https://en.wikibooks.org/wiki/Cookbook%3AEgyptian_Roast_Lamb_%28Kharouf_Mahshi%29
Egyptian Cabbage Rolls (Mahshi Malfoof),,14,7,https://en.wikibooks.org/wiki/Cookbook%3AEgyptian_Cabbage_Rolls_%28Mahshi_Malfoof%29
Ekwang (Cameroonian Taro Leaf Stew),,12,9,https://en.wikibooks.org/wiki/Cookbook%3AEkwang_%28Cameroonian_Taro_Leaf_Stew%29
Eshabwe (Ugandan Milk Cream),,3,6,https://en.wikibooks.org/wiki/Cookbook%3AEshabwe_%28Ugandan_Milk_Cream%29
Entula (Ugandan Eggplant Stew),,19,8,https://en.wikibooks.org/wiki/Cookbook%3AEntula_%28Ugandan_Eggplant_Stew%29
Ekpang Nkukwo,,13,15,https://en.wikibooks.org/wiki/Cookbook%3AEkpang_Nkukwo
Fiddlehead-Portobello Linguine,,11,8,https://en.wikibooks.org/wiki/Cookbook%3AFiddlehead-Portobello_Linguine
Fish Sauce (Vegan),,6,8,https://en.wikibooks.org/wiki/Cookbook%3AFish_Sauce_%28Vegan%29
Feijão Tropeiro (Brazilian Beans and Sausage),,9,9,https://en.wikibooks.org/wiki/Cookbook%3AFeij%C3%A3o_Tropeiro_%28Brazilian_Beans_and_Sausage%29
Falafel,,10,5,https://en.wikibooks.org/wiki/Cookbook%3AFalafel
Falafel Seitan Bratwurst,,6,4,https://en.wikibooks.org/wiki/Cookbook%3AFalafel_Seitan_Bratwurst
Feuerzangenbowle (German Wine Punch),German,7,8,https://en.wikibooks.org/wiki/Cookbook%3AFeuerzangenbowle_%28German_Wine_Punch%29
Field of Dreams Guacamole,,12,9,https://en.wikibooks.org/wiki/Cookbook%3AField_of_Dreams_Guacamole
Figgie 'obbin (Cornish Raisin Pastry),,4,4,https://en.wikibooks.org/wiki/Cookbook%3AFiggie_%27obbin_%28Cornish_Raisin_Pastry%29
Fish Pie,,12,10,https://en.wikibooks.org/wiki/Cookbook%3AFish_Pie
